Name,Prevalence (All),N (All),Weighted N (All),Prevalence (Most important driver/barrier),Statements,Priority,Driver/Barrier,AGE_GROUP: Prevalence (All),AGE_GROUP: N (All),AGE_GROUP: Weighted N (All),AGE_GROUP: Prevalence (Most important driver/barrier),AGE_GROUP: Statements,AGE Focus,GENDER: Prevalence (All),GENDER: N (All),GENDER: Weighted N (All),GENDER: Prevalence (Most important driver/barrier),GENDER: Statements,GENDER Focus,URBAN_RURAL: Prevalence (All),URBAN_RURAL: N (All),URBAN_RURAL: Weighted N (All),URBAN_RURAL: Prevalence (Most important driver/barrier),URBAN_RURAL: Statements,URBAN_RURAL Focus
Désir d'avoir des enfants : n'a pas fini d'avoir des enfants/ Jlo vi ji ji: ko fo ji vi a,"future_user: 7.14% 
 nonuser: 4.68% 
 past_user: 10.24% 
 user: 6.44%","future_user: 7 
 nonuser: 14 
 past_user: 13 
 user: 19","future_user: 2.0 
 nonuser: 3.6 
 past_user: 13.8 
 user: 11.1","future_user: 3.06% 
 nonuser: 1.67% 
 past_user: 3.94% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 7.01% 
 31-45: 6.49%","16-20: 0 
 21-30: 23 
 31-45: 30","16-20: 0.0 
 21-30: 8.3 
 31-45: 22.2","16-20: 0.0% 
 21-30: 1.22% 
 31-45: 1.95%",,"21-30, 31-45","Femme Nyɔnu: 5.41% 
 Homme Sunnu: 7.52%","Femme Nyɔnu: 22 
 Homme Sunnu: 31","Femme Nyɔnu: 18.2 
 Homme Sunnu: 12.3","Femme Nyɔnu: 0.98% 
 Homme Sunnu: 2.18%",,"Femme Nyɔnu, Homme Sunnu","Rural: 5.39% 
 Semi-urbain: 9.73% 
 Urbain: 0.0%","Rural: 28 
 Semi-urbain: 25 
 Urbain: 0","Rural: 13.6 
 Semi-urbain: 16.9 
 Urbain: 0.0","Rural: 1.35% 
 Semi-urbain: 2.33% 
 Urbain: 0.0%",,Semi-urbain
Désir d'avoir des enfants : non spécifié/ Jlǒ e è ɖó bo na jì vǐ é: È ɖɔ ǎ,"future_user: 0.0% 
 nonuser: 1.34% 
 past_user: 1.57% 
 user: 4.75%","future_user: 0 
 nonuser: 4 
 past_user: 2 
 user: 14","future_user: 0.0 
 nonuser: 2.2 
 past_user: 3.6 
 user: 7.8","future_user: 2.04% 
 nonuser: 0.0% 
 past_user: 1.57% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 0.91% 
 31-45: 3.68%","16-20: 0 
 21-30: 3 
 31-45: 17","16-20: 0.0 
 21-30: 1.2 
 31-45: 12.4","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.65%",,31-45,"Femme Nyɔnu: 0.74% 
 Homme Sunnu: 4.13%","Femme Nyɔnu: 3 
 Homme Sunnu: 17","Femme Nyɔnu: 3.6 
 Homme Sunnu: 10.0","Femme Nyɔnu: 0.25% 
 Homme Sunnu: 0.73%",,Homme Sunnu,"Rural: 1.73% 
 Semi-urbain: 4.28% 
 Urbain: 0.0%","Rural: 9 
 Semi-urbain: 11 
 Urbain: 0","Rural: 10.8 
 Semi-urbain: 2.8 
 Urbain: 0.0","Rural: 0.58% 
 Semi-urbain: 0.39% 
 Urbain: 0.0%",,"Rural, Semi-urbain"
Désir d'avoir des enfants : nous recherchons un genre spécifique/ Jlǒ e è ɖó bo na jì vǐ é: Mǐ ɖò vǐ alɔkpa ɖé ba wɛ,"future_user: 5.1% 
 nonuser: 0.33% 
 past_user: 0.0% 
 user: 1.36%","future_user: 5 
 nonuser: 1 
 past_user: 0 
 user: 4","future_user: 6.7 
 nonuser: 0.7 
 past_user: 0.0 
 user: 3.0","future_user: 0.0% 
 nonuser: 0.67% 
 past_user: 0.79% 
 user: 0.0%",,Low,barrier,"16-20: 3.45% 
 21-30: 0.91% 
 31-45: 1.3%","16-20: 1 
 21-30: 3 
 31-45: 6","16-20: 1.4 
 21-30: 1.4 
 31-45: 7.6","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 0.22%",,"16-20, 21-30","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 1.94%","Femme Nyɔnu: 2 
 Homme Sunnu: 8","Femme Nyɔnu: 1.6 
 Homme Sunnu: 8.8","Femme Nyɔnu: 0.25% 
 Homme Sunnu: 0.49%",,Homme Sunnu,"Rural: 0.58% 
 Semi-urbain: 1.56% 
 Urbain: 6.98%","Rural: 3 
 Semi-urbain: 4 
 Urbain: 3","Rural: 1.8 
 Semi-urbain: 5.5 
 Urbain: 3.1","Rural: 0.19% 
 Semi-urbain: 0.78% 
 Urbain: 0.0%",,"Semi-urbain, Urbain"
Désir d'avoir des enfants : nous tirons profit du fait d'avoir davantage d'enfants/ Jlǒ e è ɖó bo na jì vǐ é: Mǐ nɔ ɖu lè vǐjiji gègě tɔn,"future_user: 1.02% 
 nonuser: 2.34% 
 past_user: 3.15% 
 user: 2.71%","future_user: 1 
 nonuser: 7 
 past_user: 4 
 user: 8","future_user: 0.2 
 nonuser: 9.5 
 past_user: 0.9 
 user: 8.2","future_user: 0.0% 
 nonuser: 1.67% 
 past_user: 1.57% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 2.13% 
 31-45: 2.81%","16-20: 0 
 21-30: 7 
 31-45: 13","16-20: 0.0 
 21-30: 15.4 
 31-45: 3.3","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 1.08%",,31-45,"Femme Nyɔnu: 1.23% 
 Homme Sunnu: 3.64%","Femme Nyɔnu: 5 
 Homme Sunnu: 15","Femme Nyɔnu: 10.9 
 Homme Sunnu: 7.8","Femme Nyɔnu: 0.74% 
 Homme Sunnu: 0.97%",,"Femme Nyɔnu, Homme Sunnu","Rural: 3.08% 
 Semi-urbain: 1.17% 
 Urbain: 2.33%","Rural: 16 
 Semi-urbain: 3 
 Urbain: 1","Rural: 17.5 
 Semi-urbain: 1.0 
 Urbain: 0.2","Rural: 1.35% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,Rural
Désir d'avoir des enfants : nous voulons remplacer un enfant décédé/Jlǒ vǐjiji tɔn: mǐ jló na ɖyɔ vǐ e kú é ɖé,"future_user: 0.0% 
 nonuser: 1.0% 
 past_user: 0.79% 
 user: 1.69%","future_user: 0 
 nonuser: 3 
 past_user: 1 
 user: 5","future_user: 0.0 
 nonuser: 12.4 
 past_user: 1.5 
 user: 2.1","future_user: 0.0% 
 nonuser: 0.67% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 2.13% 
 31-45: 0.43%","16-20: 0 
 21-30: 7 
 31-45: 2","16-20: 0.0 
 21-30: 15.6 
 31-45: 0.3","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 0.0%",,21-30,"Femme Nyɔnu: 0.98% 
 Homme Sunnu: 1.21%","Femme Nyɔnu: 4 
 Homme Sunnu: 5","Femme Nyɔnu: 13.8 
 Homme Sunnu: 2.1","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.0%",,Femme Nyɔnu,"Rural: 1.54% 
 Semi-urbain: 0.39% 
 Urbain: 0.0%","Rural: 8 
 Semi-urbain: 1 
 Urbain: 0","Rural: 15.9 
 Semi-urbain: 0.0 
 Urbain: 0.0","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 2.33%",,"Rural, Urbain"
Désir d'avoir des enfants : nouveau couple souhaitant avoir un premier enfant/ Jlǒ vǐjiji tɔn: asú kpo asì kpo yɔyɔ̌ e jló na jì vǐ nukɔntɔn yetɔn é,"future_user: 0.0% 
 nonuser: 0.67% 
 past_user: 1.57% 
 user: 2.37%","future_user: 0 
 nonuser: 2 
 past_user: 2 
 user: 7","future_user: 0.0 
 nonuser: 1.2 
 past_user: 0.8 
 user: 6.4","future_user: 1.02% 
 nonuser: 0.67% 
 past_user: 1.57% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 0.91% 
 31-45: 1.73%","16-20: 0 
 21-30: 3 
 31-45: 8","16-20: 0.0 
 21-30: 2.5 
 31-45: 5.9","16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.43%",,"21-30, 31-45","Femme Nyɔnu: 0.74% 
 Homme Sunnu: 1.94%","Femme Nyɔnu: 3 
 Homme Sunnu: 8","Femme Nyɔnu: 1.6 
 Homme Sunnu: 6.8","Femme Nyɔnu: 0.25% 
 Homme Sunnu: 0.97%",,Homme Sunnu,"Rural: 0.77% 
 Semi-urbain: 2.33% 
 Urbain: 2.33%","Rural: 4 
 Semi-urbain: 6 
 Urbain: 1","Rural: 1.8 
 Semi-urbain: 6.4 
 Urbain: 0.2","Rural: 0.19% 
 Semi-urbain: 1.56% 
 Urbain: 0.0%",,Semi-urbain
Je ne sais pas/ Un ma tuùn a,"future_user: 2.04% 
 nonuser: 2.68% 
 past_user: 7.87% 
 user: 3.39%","future_user: 2 
 nonuser: 8 
 past_user: 10 
 user: 10","future_user: 2.3 
 nonuser: 9.0 
 past_user: 14.7 
 user: 4.3","future_user: 9.18% 
 nonuser: 4.35% 
 past_user: 6.3% 
 user: 0.0%",,Medium,barrier,"16-20: 6.9% 
 21-30: 3.05% 
 31-45: 3.9%","16-20: 2 
 21-30: 10 
 31-45: 18","16-20: 0.2 
 21-30: 8.0 
 31-45: 22.0","16-20: 13.79% 
 21-30: 3.05% 
 31-45: 3.46%",,16-20,"Femme Nyɔnu: 5.41% 
 Homme Sunnu: 1.94%","Femme Nyɔnu: 22 
 Homme Sunnu: 8","Femme Nyɔnu: 22.4 
 Homme Sunnu: 7.9","Femme Nyɔnu: 5.41% 
 Homme Sunnu: 1.94%",,"Femme Nyɔnu, Homme Sunnu","Rural: 4.43% 
 Semi-urbain: 1.56% 
 Urbain: 6.98%","Rural: 23 
 Semi-urbain: 4 
 Urbain: 3","Rural: 24.7 
 Semi-urbain: 1.2 
 Urbain: 4.3","Rural: 4.43% 
 Semi-urbain: 1.56% 
 Urbain: 6.98%",,Urbain
Je préfère ne pas répondre/ Un yí wǎn nú xósin ma yí gbe ǎ,"future_user: 6.12% 
 nonuser: 4.01% 
 past_user: 7.09% 
 user: 1.02%","future_user: 6 
 nonuser: 12 
 past_user: 9 
 user: 3","future_user: 3.1 
 nonuser: 16.2 
 past_user: 13.9 
 user: 4.7","future_user: 6.12% 
 nonuser: 3.34% 
 past_user: 5.51% 
 user: 0.0%",,Very high,barrier,"16-20: 0.0% 
 21-30: 3.35% 
 31-45: 4.11%","16-20: 0 
 21-30: 11 
 31-45: 19","16-20: 0.0 
 21-30: 12.9 
 31-45: 24.9","16-20: 0.0% 
 21-30: 2.44% 
 31-45: 3.25%",,"21-30, 31-45","Femme Nyɔnu: 5.9% 
 Homme Sunnu: 1.46%","Femme Nyɔnu: 24 
 Homme Sunnu: 6","Femme Nyɔnu: 35.4 
 Homme Sunnu: 2.4","Femme Nyɔnu: 4.67% 
 Homme Sunnu: 0.97%",,Femme Nyɔnu,"Rural: 4.24% 
 Semi-urbain: 0.78% 
 Urbain: 13.95%","Rural: 22 
 Semi-urbain: 2 
 Urbain: 6","Rural: 24.3 
 Semi-urbain: 0.7 
 Urbain: 12.9","Rural: 3.08% 
 Semi-urbain: 0.39% 
 Urbain: 13.95%",,Urbain
La famille désapprouve : désapprobation des parents/ Hwɛndo ɔ sín gbemaɖòkpɔ: mɛjitɔ́ lɛ sín gbemaɖòkpɔ,"future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 1.57% 
 user: 5.08%","future_user: 1 
 nonuser: 0 
 past_user: 2 
 user: 15","future_user: 0.3 
 nonuser: 0.0 
 past_user: 0.3 
 user: 6.9","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 3.35% 
 31-45: 1.52%","16-20: 0 
 21-30: 11 
 31-45: 7","16-20: 0.0 
 21-30: 4.9 
 31-45: 2.5","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.0%",,21-30,"Femme Nyɔnu: 2.46% 
 Homme Sunnu: 1.94%","Femme Nyɔnu: 10 
 Homme Sunnu: 8","Femme Nyɔnu: 1.7 
 Homme Sunnu: 5.7","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.0%",,"Femme Nyɔnu, Homme Sunnu","Rural: 2.12% 
 Semi-urbain: 2.72% 
 Urbain: 0.0%","Rural: 11 
 Semi-urbain: 7 
 Urbain: 0","Rural: 5.7 
 Semi-urbain: 1.7 
 Urbain: 0.0","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,Semi-urbain
La famille désapprouve : désapprobation du mari/ Hwɛndo mɛtɔn ma yí gbè na ǎ: asú ɔ ma yí gbè na ǎ,"future_user: 1.02% 
 nonuser: 3.01% 
 past_user: 0.0% 
 user: 5.08%","future_user: 1 
 nonuser: 9 
 past_user: 0 
 user: 15","future_user: 0.9 
 nonuser: 6.1 
 past_user: 0.0 
 user: 5.0","future_user: 1.02% 
 nonuser: 1.0% 
 past_user: 0.79% 
 user: 0.0%",,Low,barrier,"16-20: 6.9% 
 21-30: 3.96% 
 31-45: 2.16%","16-20: 2 
 21-30: 13 
 31-45: 10","16-20: 1.1 
 21-30: 8.0 
 31-45: 2.8","16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.43%",,"16-20, 21-30","Femme Nyɔnu: 5.16% 
 Homme Sunnu: 0.97%","Femme Nyɔnu: 21 
 Homme Sunnu: 4","Femme Nyɔnu: 8.9 
 Homme Sunnu: 3.1","Femme Nyɔnu: 1.23% 
 Homme Sunnu: 0.0%",,Femme Nyɔnu,"Rural: 3.08% 
 Semi-urbain: 3.5% 
 Urbain: 0.0%","Rural: 16 
 Semi-urbain: 9 
 Urbain: 0","Rural: 10.8 
 Semi-urbain: 1.2 
 Urbain: 0.0","Rural: 0.77% 
 Semi-urbain: 0.39% 
 Urbain: 0.0%",,"Rural, Semi-urbain"
La famille désapprouve : la famille du conjoint désapprouve/ Hwɛndo ma yí gbè na ǎ: Xwédo mɛ e a da é tɔn ma yí gbè na ǎ,"future_user: 1.02% 
 nonuser: 1.0% 
 past_user: 0.0% 
 user: 5.08%","future_user: 1 
 nonuser: 3 
 past_user: 0 
 user: 15","future_user: 0.3 
 nonuser: 0.3 
 past_user: 0.0 
 user: 7.5","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 3.45% 
 21-30: 2.44% 
 31-45: 2.16%","16-20: 1 
 21-30: 8 
 31-45: 10","16-20: 0.1 
 21-30: 1.4 
 31-45: 6.5","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.0%",,21-30,"Femme Nyɔnu: 3.44% 
 Homme Sunnu: 1.21%","Femme Nyɔnu: 14 
 Homme Sunnu: 5","Femme Nyɔnu: 5.3 
 Homme Sunnu: 2.7","Femme Nyɔnu: 0.25% 
 Homme Sunnu: 0.0%",,Femme Nyɔnu,"Rural: 1.93% 
 Semi-urbain: 3.5% 
 Urbain: 0.0%","Rural: 10 
 Semi-urbain: 9 
 Urbain: 0","Rural: 6.4 
 Semi-urbain: 1.6 
 Urbain: 0.0","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,"Rural, Semi-urbain"
La famille désapprouve : les frères et sœurs désapprouvent/ Hwɛndo mɛtɔn ma yigbe nu mɛ: nɔvi lɛ ma yigbe na,"future_user: 1.02% 
 nonuser: 0.67% 
 past_user: 0.0% 
 user: 3.73%","future_user: 1 
 nonuser: 2 
 past_user: 0 
 user: 11","future_user: 0.9 
 nonuser: 7.3 
 past_user: 0.0 
 user: 6.2","future_user: 0.0% 
 nonuser: 0.67% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 1.83% 
 31-45: 1.73%","16-20: 0 
 21-30: 6 
 31-45: 8","16-20: 0.0 
 21-30: 10.5 
 31-45: 4.0","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.43%",,"21-30, 31-45","Femme Nyɔnu: 1.97% 
 Homme Sunnu: 1.46%","Femme Nyɔnu: 8 
 Homme Sunnu: 6","Femme Nyɔnu: 10.0 
 Homme Sunnu: 4.4","Femme Nyɔnu: 0.25% 
 Homme Sunnu: 0.24%",,"Femme Nyɔnu, Homme Sunnu","Rural: 1.73% 
 Semi-urbain: 1.95% 
 Urbain: 0.0%","Rural: 9 
 Semi-urbain: 5 
 Urbain: 0","Rural: 11.6 
 Semi-urbain: 2.9 
 Urbain: 0.0","Rural: 0.0% 
 Semi-urbain: 0.78% 
 Urbain: 0.0%",,Semi-urbain
Le corps espace lui-même naturellement les naissances/ Agbaza ɔ nɔ ɖè jiji lɛ ɖó vo ɖò jɔwamɔ linu,"future_user: 3.06% 
 nonuser: 4.68% 
 past_user: 0.79% 
 user: 1.36%","future_user: 3 
 nonuser: 14 
 past_user: 1 
 user: 4","future_user: 0.3 
 nonuser: 5.6 
 past_user: 0.0 
 user: 1.9","future_user: 0.0% 
 nonuser: 3.34% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 2.13% 
 31-45: 3.25%","16-20: 0 
 21-30: 7 
 31-45: 15","16-20: 0.0 
 21-30: 1.3 
 31-45: 6.6","16-20: 0.0% 
 21-30: 1.52% 
 31-45: 1.08%",,"21-30, 31-45","Femme Nyɔnu: 2.46% 
 Homme Sunnu: 2.91%","Femme Nyɔnu: 10 
 Homme Sunnu: 12","Femme Nyɔnu: 1.6 
 Homme Sunnu: 6.2","Femme Nyɔnu: 1.72% 
 Homme Sunnu: 0.73%",,"Femme Nyɔnu, Homme Sunnu","Rural: 2.7% 
 Semi-urbain: 2.72% 
 Urbain: 2.33%","Rural: 14 
 Semi-urbain: 7 
 Urbain: 1","Rural: 2.9 
 Semi-urbain: 3.5 
 Urbain: 1.5","Rural: 1.35% 
 Semi-urbain: 1.17% 
 Urbain: 0.0%",,Rural
Ma femme / je suis ménopausée/ Asi ce/Nyɛ ɖo sunzanmɛ,"future_user: 0.0% 
 nonuser: 0.67% 
 past_user: 2.36% 
 user: 0.0%","future_user: 0 
 nonuser: 2 
 past_user: 3 
 user: 0","future_user: 0.0 
 nonuser: 0.3 
 past_user: 9.3 
 user: 0.0","future_user: 1.02% 
 nonuser: 0.33% 
 past_user: 4.72% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.87%","16-20: 0 
 21-30: 1 
 31-45: 4","16-20: 0.0 
 21-30: 0.0 
 31-45: 9.6","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 1.3%",,31-45,"Femme Nyɔnu: 0.98% 
 Homme Sunnu: 0.24%","Femme Nyɔnu: 4 
 Homme Sunnu: 1","Femme Nyɔnu: 9.4 
 Homme Sunnu: 0.3","Femme Nyɔnu: 1.47% 
 Homme Sunnu: 0.49%",,Femme Nyɔnu,"Rural: 0.77% 
 Semi-urbain: 0.39% 
 Urbain: 0.0%","Rural: 4 
 Semi-urbain: 1 
 Urbain: 0","Rural: 0.3 
 Semi-urbain: 9.3 
 Urbain: 0.0","Rural: 1.16% 
 Semi-urbain: 0.78% 
 Urbain: 0.0%",,Rural
Ma femme / j’ai récemment accouché et je n'ai pas encore mes règles/ Asi ce/Nyɛ ji vi din bɔ un ko mɔ sunzan ce ă,"future_user: 9.18% 
 nonuser: 0.67% 
 past_user: 9.45% 
 user: 2.03%","future_user: 9 
 nonuser: 2 
 past_user: 12 
 user: 6","future_user: 1.7 
 nonuser: 0.9 
 past_user: 22.0 
 user: 4.2","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 1.57% 
 user: 0.0%",,Low,barrier,"16-20: 13.79% 
 21-30: 5.79% 
 31-45: 1.3%","16-20: 4 
 21-30: 19 
 31-45: 6","16-20: 1.3 
 21-30: 17.5 
 31-45: 10.1","16-20: 3.45% 
 21-30: 0.0% 
 31-45: 0.43%",,16-20,"Femme Nyɔnu: 5.16% 
 Homme Sunnu: 1.94%","Femme Nyɔnu: 21 
 Homme Sunnu: 8","Femme Nyɔnu: 16.6 
 Homme Sunnu: 12.3","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.24%",,"Femme Nyɔnu, Homme Sunnu","Rural: 4.62% 
 Semi-urbain: 1.56% 
 Urbain: 2.33%","Rural: 24 
 Semi-urbain: 4 
 Urbain: 1","Rural: 18.7 
 Semi-urbain: 10.0 
 Urbain: 0.2","Rural: 0.58% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,Rural
Manque d'accès : l’établissement de santé est trop éloigné/ Nǔ e è ma nɔ mɔ ǎ é: azɔ̌xwé e nɔ kpé nukún dó lanmɛ na nɔ ganji wu é lín dín,"future_user: 0.0% 
 nonuser: 0.33% 
 past_user: 0.0% 
 user: 1.69%","future_user: 0 
 nonuser: 1 
 past_user: 0 
 user: 5","future_user: 0.0 
 nonuser: 0.0 
 past_user: 0.0 
 user: 2.4","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.65%","16-20: 0 
 21-30: 3 
 31-45: 3","16-20: 0.0 
 21-30: 1.1 
 31-45: 1.3","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.0%",,21-30,"Femme Nyɔnu: 0.74% 
 Homme Sunnu: 0.73%","Femme Nyɔnu: 3 
 Homme Sunnu: 3","Femme Nyɔnu: 0.9 
 Homme Sunnu: 1.5","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.0%",,"Femme Nyɔnu, Homme Sunnu","Rural: 1.16% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Rural: 6 
 Semi-urbain: 0 
 Urbain: 0","Rural: 2.4 
 Semi-urbain: 0.0 
 Urbain: 0.0","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,Rural
Manque de connaissances : ne connaît pas les avantages/ Nùnywɛ ma ɖó: é tuùn lè tɔn lɛ ǎ,"future_user: 7.14% 
 nonuser: 4.35% 
 past_user: 1.57% 
 user: 11.86%","future_user: 7 
 nonuser: 13 
 past_user: 2 
 user: 35","future_user: 3.2 
 nonuser: 9.4 
 past_user: 0.6 
 user: 31.1","future_user: 3.06% 
 nonuser: 1.34% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 10.34% 
 21-30: 6.4% 
 31-45: 7.14%","16-20: 3 
 21-30: 21 
 31-45: 33","16-20: 1.1 
 21-30: 14.8 
 31-45: 28.4","16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.87%",,"21-30, 31-45","Femme Nyɔnu: 3.93% 
 Homme Sunnu: 9.95%","Femme Nyɔnu: 16 
 Homme Sunnu: 41","Femme Nyɔnu: 5.1 
 Homme Sunnu: 39.1","Femme Nyɔnu: 0.74% 
 Homme Sunnu: 0.97%",,"Femme Nyɔnu, Homme Sunnu","Rural: 7.32% 
 Semi-urbain: 6.23% 
 Urbain: 6.98%","Rural: 38 
 Semi-urbain: 16 
 Urbain: 3","Rural: 32.7 
 Semi-urbain: 7.1 
 Urbain: 4.5","Rural: 0.96% 
 Semi-urbain: 0.78% 
 Urbain: 0.0%",,Rural
Manque de connaissances : ne connaît pas les différentes méthodes disponibles/ Nùnywɛ ma ɖó: é tuùn wlɛnwín vovo e tíìn lɛ é ǎ,"future_user: 7.14% 
 nonuser: 5.02% 
 past_user: 2.36% 
 user: 11.19%","future_user: 7 
 nonuser: 15 
 past_user: 3 
 user: 33","future_user: 13.6 
 nonuser: 51.9 
 past_user: 1.0 
 user: 31.0","future_user: 4.08% 
 nonuser: 1.0% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 10.34% 
 21-30: 7.62% 
 31-45: 6.49%","16-20: 3 
 21-30: 25 
 31-45: 30","16-20: 9.8 
 21-30: 49.3 
 31-45: 38.5","16-20: 3.45% 
 21-30: 0.91% 
 31-45: 0.65%",,16-20,"Femme Nyɔnu: 5.65% 
 Homme Sunnu: 8.5%","Femme Nyɔnu: 23 
 Homme Sunnu: 35","Femme Nyɔnu: 49.2 
 Homme Sunnu: 48.3","Femme Nyɔnu: 0.98% 
 Homme Sunnu: 0.73%",,"Femme Nyɔnu, Homme Sunnu","Rural: 9.06% 
 Semi-urbain: 3.11% 
 Urbain: 6.98%","Rural: 47 
 Semi-urbain: 8 
 Urbain: 3","Rural: 80.6 
 Semi-urbain: 12.6 
 Urbain: 4.3","Rural: 1.16% 
 Semi-urbain: 0.39% 
 Urbain: 0.0%",,Rural
Manque de connaissances : ne sait pas comment choisir une méthode adaptée/ Nùnywɛ ma ɖó: é tuùn lee é na sɔ́ wlɛnwín e jɛxa é gbɔn é ǎ,"future_user: 6.12% 
 nonuser: 4.35% 
 past_user: 0.79% 
 user: 8.81%","future_user: 6 
 nonuser: 13 
 past_user: 1 
 user: 26","future_user: 13.5 
 nonuser: 30.6 
 past_user: 1.4 
 user: 28.3","future_user: 4.08% 
 nonuser: 0.67% 
 past_user: 0.0% 
 user: 0.0%",,Medium,barrier,"16-20: 10.34% 
 21-30: 6.71% 
 31-45: 4.55%","16-20: 3 
 21-30: 22 
 31-45: 21","16-20: 11.8 
 21-30: 19.6 
 31-45: 42.3","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 1.08%",,"16-20, 31-45","Femme Nyɔnu: 2.95% 
 Homme Sunnu: 8.25%","Femme Nyɔnu: 12 
 Homme Sunnu: 34","Femme Nyɔnu: 24.5 
 Homme Sunnu: 49.3","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.97%",,"Femme Nyɔnu, Homme Sunnu","Rural: 7.32% 
 Semi-urbain: 2.33% 
 Urbain: 4.65%","Rural: 38 
 Semi-urbain: 6 
 Urbain: 2","Rural: 49.3 
 Semi-urbain: 21.4 
 Urbain: 3.0","Rural: 0.77% 
 Semi-urbain: 0.39% 
 Urbain: 2.33%",,"Rural, Urbain"
Manque de connaissances : ne sait pas où et comment y accéder/ Nùnywɛ ma ɖó: é tuùn fí e é na mɔ ye ɖè é kpo lee é na mɔ ye gbɔn é kpo ǎ,"future_user: 4.08% 
 nonuser: 2.01% 
 past_user: 0.0% 
 user: 6.78%","future_user: 4 
 nonuser: 6 
 past_user: 0 
 user: 20","future_user: 1.9 
 nonuser: 8.3 
 past_user: 0.0 
 user: 19.5","future_user: 1.02% 
 nonuser: 0.67% 
 past_user: 0.0% 
 user: 0.0%",,Low,barrier,"16-20: 3.45% 
 21-30: 3.66% 
 31-45: 3.68%","16-20: 1 
 21-30: 12 
 31-45: 17","16-20: 1.0 
 21-30: 10.4 
 31-45: 18.3","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.43%",,31-45,"Femme Nyɔnu: 1.72% 
 Homme Sunnu: 5.58%","Femme Nyɔnu: 7 
 Homme Sunnu: 23","Femme Nyɔnu: 9.0 
 Homme Sunnu: 20.8","Femme Nyɔnu: 0.74% 
 Homme Sunnu: 0.0%",,"Femme Nyɔnu, Homme Sunnu","Rural: 5.01% 
 Semi-urbain: 1.56% 
 Urbain: 0.0%","Rural: 26 
 Semi-urbain: 4 
 Urbain: 0","Rural: 29.0 
 Semi-urbain: 0.8 
 Urbain: 0.0","Rural: 0.58% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%",,Rural
